text,label
Trash and litter everywhere near service road in Begumpet. Very unhygienic. This is becoming a serious public health problem.,garbage
Severe waterlogging on near signal in Tolichowki after rain. Children and elderly are at risk.,waterlogging
Potholes have formed after recent road digging near Gachibowli temple street. No one has responded even after multiple complaints.,pothole_road_damage
Water not draining from highway stretch in Jeedimetla even hours after rain. No one has responded even after multiple complaints.,waterlogging
Sewage is overflowing on the lane in Vanasthalipuram. No one has responded even after multiple complaints.,sewage_overflow
"Rain water flooding main road in SR Nagar, two-wheelers cannot pass. Please send someone to fix this soon.",waterlogging
Filth everywhere near the market in Rajendranagar. Garbage not cleaned. People are suffering due to this negligence.,garbage
Rain water accumulating on colony road near Jeedimetla. No outlet. This is becoming a serious public health problem.,waterlogging
Flooding in Uppal colony due to poor drainage system. This is becoming a serious public health problem.,waterlogging
There is a big pothole on the hospital road in Gachibowli. This is affecting daily commuters and pedestrians.,pothole_road_damage
Dead animal carcass and garbage lying near colony road in Habsiguda. People are suffering due to this negligence.,garbage
Night time visibility is zero on residential lane near Erragadda. No lights. People are suffering due to this negligence.,streetlight_or_electricity
Construction left the road damaged near Malkajgiri service road and no one fixed it. This needs to be addressed before someone gets hurt.,pothole_road_damage
"Storm water drain is blocked near Ramanthapur, causing flooding. This issue is causing a lot of inconvenience to residents.",waterlogging
Road divider broken near junction in Begumpet. No one has responded even after multiple complaints.,others
People are dumping trash openly near the market area in Banjara Hills. The situation is getting worse every day.,garbage
Mosquito fogging needed in Nagole colony urgently. Immediate repair is required.,others
Water not draining from near railway crossing in Miyapur even hours after rain. This is a hazard and needs urgent attention.,waterlogging
Open manhole near LB Nagar is dangerous and sewage is leaking. This is a hazard and needs urgent attention.,sewage_overflow
Waste not picked up from our colony in Rajendranagar for many days. This problem has been ignored for many days.,garbage
Tree has fallen on the road near Abids near bus stop. This needs to be addressed before someone gets hurt.,others
Tree has fallen on the road near Bowenpally junction. Please send someone to fix this soon.,others
Open well near Vanasthalipuram highway stretch is dangerous for kids. Please send someone to fix this soon.,others
"Multiple potholes on service road in Secunderabad, two-wheelers are at risk. Children and elderly are at risk.",pothole_road_damage
Blocked drain near Gachibowli causing sewage to overflow on street. Requesting the concerned department to resolve this urgently.,sewage_overflow
Mosquito fogging needed in Hayathnagar colony urgently. This problem has been ignored for many days.,others
The broken light pole near Jubilee Hills is unsafe for pedestrians. This is a hazard and needs urgent attention.,streetlight_or_electricity
Potholes have formed after recent road digging near Miyapur near bus stop. No one has responded even after multiple complaints.,pothole_road_damage
Speed breaker needed urgently on temple street in Kompally. Please take immediate action.,others
Plastic waste and litter scattered all over junction in Jubilee Hills. This is becoming a serious public health problem.,garbage
The broken light pole near Serilingampally is unsafe for pedestrians. Kindly look into this matter at the earliest.,streetlight_or_electricity
Footpath encroachment by vendors near main road in Uppal. Requesting the concerned department to resolve this urgently.,others
Puddles and water stagnation everywhere on service road in Mehdipatnam. This is a hazard and needs urgent attention.,waterlogging
Street lamps in Tolichowki are all off. Women feel unsafe at night. Kindly look into this matter at the earliest.,streetlight_or_electricity
Terrible sewage smell in Jeedimetla colony from broken sewer pipe. This needs to be addressed before someone gets hurt.,sewage_overflow
"No proper drainage in Malkajgiri, every rain causes water accumulation. This issue is causing a lot of inconvenience to residents.",waterlogging
Damaged road near Habsiguda is causing tire punctures and vehicle breakdowns. We have been waiting for a long time.,pothole_road_damage
Waste not picked up from our colony in Mehdipatnam since yesterday. Immediate repair is required.,garbage
Smoke and dust from construction site near LB Nagar. Immediate repair is required.,others
Knee-deep water in Balanagar locality after yesterday's rain. The situation is getting worse every day.,waterlogging
The gutter near highway stretch in Malkajgiri is blocked and overflowing. We have been waiting for a long time.,sewage_overflow
"No illumination on school road in Habsiguda, accidents happening regularly. People are suffering due to this negligence.",streetlight_or_electricity
Bad smell coming due to uncollected waste near Ameerpet hospital road. This needs to be addressed before someone gets hurt.,garbage
Sewage is overflowing on the residential lane in KPHB Colony. Requesting the concerned department to resolve this urgently.,sewage_overflow
Water entering homes in Banjara Hills due to waterlogging. This is affecting daily commuters and pedestrians.,waterlogging
Waste not picked up from our colony in Kompally for many days. This is affecting daily commuters and pedestrians.,garbage
Graffiti and vandalism on public property in Kompally. This is becoming a serious public health problem.,others
All lights in Charminar colony are not working since the heavy rains. Immediate repair is required.,streetlight_or_electricity
Noise pollution from loudspeaker near Abids for over a month. Please send someone to fix this soon.,others
"No illumination on colony road in LB Nagar, accidents happening regularly. Please send someone to fix this soon.",streetlight_or_electricity
Water tanker not coming to Nagole for the past few days. No one has responded even after multiple complaints.,others
Bus stop shelter damaged near Balanagar colony road. Please send someone to fix this soon.,others
"Street light timer fault in Champapet, lights turn off at 9 PM itself. We have been waiting for a long time.",streetlight_or_electricity
A dangerous pothole has developed on the residential lane near Mehdipatnam. Vehicles are getting damaged. This is becoming a serious public health problem.,pothole_road_damage
Plastic waste and litter scattered all over hospital road in Secunderabad. No one has responded even after multiple complaints.,garbage
People cannot walk near SR Nagar due to sewage on colony road. This is affecting daily commuters and pedestrians.,sewage_overflow
Flooded street in Begumpet due to choked drainage. Please take immediate action.,waterlogging
"Piles of rubbish on colony road in LB Nagar, stinking badly. The situation is getting worse every day.",garbage
Construction left the road damaged near SR Nagar colony road and no one fixed it. Requesting the concerned department to resolve this urgently.,pothole_road_damage
Sewage mixed with rain water on service road near Chintal. Immediate repair is required.,sewage_overflow
"Underground drainage system failed in KPHB Colony, sewage everywhere. Please take immediate action.",sewage_overflow
Standing water on beside flyover in Dilsukhnagar causing dengue fear. We have been waiting for a long time.,waterlogging
Household waste is being thrown on the road near Chintal hospital road. This needs to be addressed before someone gets hurt.,garbage
Graffiti and vandalism on public property in Gachibowli. Please take immediate action.,others
Tree has fallen on the road near Erragadda temple street. The situation is getting worse every day.,others
Roads submerged in water in Hitech City. Vehicles stuck. Kindly look into this matter at the earliest.,waterlogging
Waterlogging near Madhapur market area is causing traffic problems. Requesting the concerned department to resolve this urgently.,waterlogging
Tree has fallen on the road near Secunderabad hospital road. Kindly look into this matter at the earliest.,others
"Multiple potholes on near railway crossing in Manikonda, two-wheelers are at risk. The situation is getting worse every day.",pothole_road_damage
The street light near Secunderabad temple street is not functioning. The situation is getting worse every day.,streetlight_or_electricity
Graffiti and vandalism on public property in Erragadda. People are suffering due to this negligence.,others
Rain water accumulating on colony road near Begumpet. No outlet. This is a hazard and needs urgent attention.,waterlogging
Electricity cable fallen on road near Abids. Very risky. People are suffering due to this negligence.,streetlight_or_electricity
Knee-deep water in Banjara Hills locality after yesterday's rain. Kindly look into this matter at the earliest.,waterlogging
The road near Quthbullapur lane has multiple deep potholes. This is becoming a serious public health problem.,pothole_road_damage
Smoke and dust from construction site near Kukatpally. Please send someone to fix this soon.,others
Dirty drain water is entering homes in Hayathnagar. People are suffering due to this negligence.,sewage_overflow
Overflowing garbage bins are creating health issues in Bowenpally. This is a hazard and needs urgent attention.,garbage
"Electricity wire touching tree near Erragadda metro station road, sparks visible. This problem has been ignored for many days.",streetlight_or_electricity
Bad smell coming due to uncollected waste near Uppal colony road. Please send someone to fix this soon.,garbage
Low-lying area in Abids gets flooded every time it rains. We have been waiting for a long time.,waterlogging
Bus stop shelter damaged near Abids residential lane. No one has responded even after multiple complaints.,others
Sewage water is spreading across the temple street in Nagole. This problem has been ignored for many days.,sewage_overflow
Low-lying area in Uppal gets flooded every time it rains. This needs to be addressed before someone gets hurt.,waterlogging
Bus stop shelter damaged near Moosapet colony road. The situation is getting worse every day.,others
Flooding in Gachibowli colony due to poor drainage system. Kindly look into this matter at the earliest.,waterlogging
Public tap running and wasting water near KPHB Colony near bus stop. Please send someone to fix this soon.,others
Road near Moosapet lane is completely uneven with bumps and pits. This is affecting daily commuters and pedestrians.,pothole_road_damage
"Speed breakers are broken on highway stretch in Charminar, causing jolt to vehicles. This problem has been ignored for many days.",pothole_road_damage
Power outage in Gachibowli since yesterday. No electricity in the area. People are suffering due to this negligence.,streetlight_or_electricity
Water submerged road near SR Nagar near railway crossing is impassable. This needs to be addressed before someone gets hurt.,waterlogging
Water not draining from near signal in Quthbullapur even hours after rain. This is a hazard and needs urgent attention.,waterlogging
Dustbin near temple street in Balanagar has not been emptied in days. No one has responded even after multiple complaints.,garbage
Dry and wet waste mixed together near bin at Jeedimetla near railway crossing. Please take immediate action.,garbage
Road divider broken near colony road in Hayathnagar. Please take immediate action.,others
A big crack has appeared on the road surface near Hitech City near signal. No one has responded even after multiple complaints.,pothole_road_damage
Road in our area Chintal is full of craters. Children can't walk safely. The situation is getting worse every day.,pothole_road_damage
Potholes have formed after recent road digging near Dilsukhnagar cross road. The situation is getting worse every day.,pothole_road_damage
"Underground drainage system failed in Tarnaka, sewage everywhere. This needs to be addressed before someone gets hurt.",sewage_overflow
Plastic waste and litter scattered all over near signal in Lakdikapul. People are suffering due to this negligence.,garbage
Dirty drain water is entering homes in Malkajgiri. This issue is causing a lot of inconvenience to residents.,sewage_overflow
"The dug up road in Kondapur was never repaired, full of potholes now. No one has responded even after multiple complaints.",pothole_road_damage
Water stagnation near Uppal beside flyover for many days creating foul smell. This issue is causing a lot of inconvenience to residents.,waterlogging
Black dirty water from sewer on hospital road in Nagole. This problem has been ignored for many days.,sewage_overflow
"Electricity wire touching tree near LB Nagar beside flyover, sparks visible. This is becoming a serious public health problem.",streetlight_or_electricity
No street lighting on entire market area stretch in Begumpet. This issue is causing a lot of inconvenience to residents.,streetlight_or_electricity
No street lighting on entire market area stretch in Bowenpally. This is affecting daily commuters and pedestrians.,streetlight_or_electricity
Road near Serilingampally school road is completely uneven with bumps and pits. This issue is causing a lot of inconvenience to residents.,pothole_road_damage
Waterlogged area near Tarnaka becoming breeding ground for mosquitoes. Requesting the concerned department to resolve this urgently.,waterlogging
Waste not picked up from our colony in Moosapet since last night. This needs to be addressed before someone gets hurt.,garbage
Big potholes causing accidents daily on the temple street near Ameerpet. The situation is getting worse every day.,pothole_road_damage
Dustbin near service road in Charminar has not been emptied in days. People are suffering due to this negligence.,garbage
Open drain near Amberpet service road is overflowing and stinking. Kindly look into this matter at the earliest.,sewage_overflow
Residents of Uppal unable to step out due to sewage overflow. Children and elderly are at risk.,sewage_overflow
Roads submerged in water in Kukatpally. Vehicles stuck. This is becoming a serious public health problem.,waterlogging
Street lamps in Serilingampally are all off. Women feel unsafe at night. Immediate repair is required.,streetlight_or_electricity
Sewer line is burst and waste water is flowing freely in Quthbullapur. This needs to be addressed before someone gets hurt.,sewage_overflow
Waste materials scattered across the street in Kondapur. Children and elderly are at risk.,garbage
The broken light pole near Charminar is unsafe for pedestrians. This is affecting daily commuters and pedestrians.,streetlight_or_electricity
Water tanker not coming to Abids for many days. This is becoming a serious public health problem.,others
Street lamps in Kompally are all off. Women feel unsafe at night. This needs to be addressed before someone gets hurt.,streetlight_or_electricity
Medical waste found dumped near lane in Erragadda. Health hazard! Kindly look into this matter at the earliest.,garbage
Severe waterlogging on school road in Madhapur after rain. Kindly look into this matter at the earliest.,waterlogging
"After every rain, beside flyover in Attapur turns into a pond. Immediate repair is required.",waterlogging
"Piles of rubbish on main road in Abids, stinking badly. This problem has been ignored for many days.",garbage
Drain near Charminar hospital road is blocked and sewage backing up. We have been waiting for a long time.,sewage_overflow
Illegal construction happening near Attapur service road. This problem has been ignored for many days.,others
Municipal garbage bin near market area in Gachibowli is overflowing. This is becoming a serious public health problem.,garbage
Huge road damage near Chintal. Bikers cannot pass safely. The situation is getting worse every day.,pothole_road_damage
A big crack has appeared on the road surface near Bowenpally near railway crossing. Please send someone to fix this soon.,pothole_road_damage
"Park in LB Nagar is not maintained, becoming unsafe. Please take immediate action.",others
Bulb fused in street light near KPHB Colony near bus stop. Not replaced. This is a hazard and needs urgent attention.,streetlight_or_electricity
Filth everywhere near the market in Moosapet. Garbage not cleaned. The situation is getting worse every day.,garbage
Dirty drain water is entering homes in Gachibowli. This is affecting daily commuters and pedestrians.,sewage_overflow
Construction debris dumped near temple street in Ameerpet. People are suffering due to this negligence.,garbage
Electric wires are hanging dangerously near cross road in LB Nagar. This issue is causing a lot of inconvenience to residents.,streetlight_or_electricity
Stray cattle roaming on beside flyover in Ameerpet. We have been waiting for a long time.,others
People cannot walk near Quthbullapur due to sewage on near railway crossing. No one has responded even after multiple complaints.,sewage_overflow
Dustbin near highway stretch in Nampally has not been emptied in days. This is affecting daily commuters and pedestrians.,garbage
Electric wires are hanging dangerously near beside flyover in Quthbullapur. We have been waiting for a long time.,streetlight_or_electricity
"Speed breakers are broken on near bus stop in Chintal, causing jolt to vehicles. This needs to be addressed before someone gets hurt.",pothole_road_damage
Night time visibility is zero on metro station road near Chintal. No lights. This is a hazard and needs urgent attention.,streetlight_or_electricity
Street light has been switched off for many days in Kukatpally. People are suffering due to this negligence.,streetlight_or_electricity
People cannot walk near Hayathnagar due to sewage on beside flyover. Please send someone to fix this soon.,sewage_overflow
Stagnant water breeding mosquitoes near near bus stop in Erragadda. This problem has been ignored for many days.,waterlogging
Dead animal carcass and garbage lying near school road in Vanasthalipuram. Children and elderly are at risk.,garbage
Graffiti and vandalism on public property in Miyapur. This needs to be addressed before someone gets hurt.,others
"After every rain, service road in Gachibowli turns into a pond. No one has responded even after multiple complaints.",waterlogging
Road surface is completely damaged near Miyapur lane. Kindly look into this matter at the earliest.,pothole_road_damage
Bad smell coming due to uncollected waste near Ramanthapur cross road. Children and elderly are at risk.,garbage
Garbage overflowing from community bin in Hayathnagar. Kindly look into this matter at the earliest.,garbage
Water not draining from hospital road in LB Nagar even hours after rain. Kindly look into this matter at the earliest.,waterlogging
Road in our area Khairatabad is full of craters. Children can't walk safely. This is affecting daily commuters and pedestrians.,pothole_road_damage
Open well near SR Nagar junction is dangerous for kids. This is affecting daily commuters and pedestrians.,others
Smoke and dust from construction site near Erragadda. No one has responded even after multiple complaints.,others
Dead animal carcass and garbage lying near hospital road in Mehdipatnam. Please take immediate action.,garbage
Bus stop shelter damaged near Vanasthalipuram cross road. Kindly look into this matter at the earliest.,others
Garbage overflowing from community bin in Attapur. Please take immediate action.,garbage
The asphalt has completely broken on hospital road near SR Nagar. People are suffering due to this negligence.,pothole_road_damage
"Park in Bowenpally is not maintained, becoming unsafe. Please send someone to fix this soon.",others
Light pole damaged by accident near junction in Bowenpally. Not repaired. No one has responded even after multiple complaints.,streetlight_or_electricity
The street light near Rajendranagar metro station road is not functioning. This problem has been ignored for many days.,streetlight_or_electricity
"Park in Bowenpally is not maintained, becoming unsafe. We have been waiting for a long time.",others
Electric wires are hanging dangerously near lane in Begumpet. No one has responded even after multiple complaints.,streetlight_or_electricity
Children cannot go to school due to waterlogging near Begumpet. People are suffering due to this negligence.,waterlogging
"Piles of rubbish on near signal in SR Nagar, stinking badly. No one has responded even after multiple complaints.",garbage
Rain water accumulating on near bus stop near Nagole. No outlet. This problem has been ignored for many days.,waterlogging
No garbage collection happening in Begumpet since last night. The situation is getting worse every day.,garbage
LED street light installed but never turned on in Tarnaka. We have been waiting for a long time.,streetlight_or_electricity
Plastic waste and litter scattered all over near signal in Nagole. We have been waiting for a long time.,garbage
Stray cattle roaming on near railway crossing in Lakdikapul. This is becoming a serious public health problem.,others
Bad smell coming due to uncollected waste near Jeedimetla cross road. This is affecting daily commuters and pedestrians.,garbage
The gutter near school road in Gachibowli is blocked and overflowing. We have been waiting for a long time.,sewage_overflow
Open well near Miyapur metro station road is dangerous for kids. No one has responded even after multiple complaints.,others
A dangerous pothole has developed on the near signal near Tolichowki. Vehicles are getting damaged. No one has responded even after multiple complaints.,pothole_road_damage
"There is a deep road pit on the market area near Banjara Hills, causing accidents. Please send someone to fix this soon.",pothole_road_damage
Sewage is overflowing on the temple street in Moosapet. No one has responded even after multiple complaints.,sewage_overflow
Food waste rotting on the road near SR Nagar cross road. Flies and mosquitoes increasing. Kindly look into this matter at the earliest.,garbage
Nala near Ameerpet is overflowing with sewage and waste water. Immediate repair is required.,sewage_overflow
Big potholes causing accidents daily on the colony road near Erragadda. We have been waiting for a long time.,pothole_road_damage
Garbage dump near Ramanthapur near railway crossing is producing foul smell. This is becoming a serious public health problem.,garbage
Terrible sewage smell in Hayathnagar colony from broken sewer pipe. No one has responded even after multiple complaints.,sewage_overflow
Drain near Kukatpally colony road is blocked and sewage backing up. We have been waiting for a long time.,sewage_overflow
Footpath encroachment by vendors near main road in Uppal. Children and elderly are at risk.,others
Unauthorized parking blocking school road in Erragadda. Please take immediate action.,others
Public toilet near Jeedimetla service road is not maintained. This issue is causing a lot of inconvenience to residents.,others
Open well near Kondapur main road is dangerous for kids. People are suffering due to this negligence.,others
Dirty drain water is entering homes in Alwal. This issue is causing a lot of inconvenience to residents.,sewage_overflow
Blocked drain near Chintal causing sewage to overflow on street. This problem has been ignored for many days.,sewage_overflow
Badly damaged road causing waterlogging in potholes near KPHB Colony. People are suffering due to this negligence.,pothole_road_damage
Ankle-deep water on residential lane in Miyapur for the past few days. This is affecting daily commuters and pedestrians.,waterlogging
Street light has been switched off for many days in LB Nagar. Kindly look into this matter at the earliest.,streetlight_or_electricity
Plastic waste and litter scattered all over colony road in Ramanthapur. This is affecting daily commuters and pedestrians.,garbage
Illegal construction happening near Nampally metro station road. This problem has been ignored for many days.,others
The broken light pole near SR Nagar is unsafe for pedestrians. Immediate repair is required.,streetlight_or_electricity
Knee-deep water in Secunderabad locality after yesterday's rain. Requesting the concerned department to resolve this urgently.,waterlogging
"Park in Alwal is not maintained, becoming unsafe. Requesting the concerned department to resolve this urgently.",others
Construction left the road damaged near Hayathnagar temple street and no one fixed it. No one has responded even after multiple complaints.,pothole_road_damage
Medical waste found dumped near metro station road in Jubilee Hills. Health hazard! This needs to be addressed before someone gets hurt.,garbage
Uncollected garbage has been lying near Begumpet for the past few days. This needs to be addressed before someone gets hurt.,garbage
There is complete darkness at night due to faulty street light in Jubilee Hills. We have been waiting for a long time.,streetlight_or_electricity
Tree has fallen on the road near Hitech City metro station road. People are suffering due to this negligence.,others
Rain water accumulating on residential lane near KPHB Colony. No outlet. Please take immediate action.,waterlogging
Damaged road near Ramanthapur is causing tire punctures and vehicle breakdowns. Requesting the concerned department to resolve this urgently.,pothole_road_damage
"Street light timer fault in Quthbullapur, lights turn off at 9 PM itself. People are suffering due to this negligence.",streetlight_or_electricity
"Drain is clogged near Champapet school road, causing backup into houses. This needs to be addressed before someone gets hurt.",sewage_overflow
The asphalt has completely broken on lane near Abids. The situation is getting worse every day.,pothole_road_damage
Badly damaged road causing waterlogging in potholes near Hayathnagar. Immediate repair is required.,pothole_road_damage
"Rain water flooding market area in Mehdipatnam, two-wheelers cannot pass. Children and elderly are at risk.",waterlogging
Public tap running and wasting water near Miyapur metro station road. Please take immediate action.,others
Tree has fallen on the road near KPHB Colony hospital road. People are suffering due to this negligence.,others
Public toilet near Hayathnagar metro station road is not maintained. This problem has been ignored for many days.,others
Bulb fused in street light near Alwal lane. Not replaced. This problem has been ignored for many days.,streetlight_or_electricity
"The dug up road in Tolichowki was never repaired, full of potholes now. Please send someone to fix this soon.",pothole_road_damage
LED street light installed but never turned on in Begumpet. Please send someone to fix this soon.,streetlight_or_electricity
The street light near Amberpet school road is not functioning. Immediate repair is required.,streetlight_or_electricity
Filth everywhere near the market in Balanagar. Garbage not cleaned. We have been waiting for a long time.,garbage
"No proper drainage in Tolichowki, every rain causes water accumulation. Please send someone to fix this soon.",waterlogging
Graffiti and vandalism on public property in Kukatpally. Children and elderly are at risk.,others
Sewage water is spreading across the main road in Begumpet. This problem has been ignored for many days.,sewage_overflow
Transformer near Serilingampally is sparking at night. Fire hazard. No one has responded even after multiple complaints.,streetlight_or_electricity
Nala near Amberpet is overflowing with sewage and waste water. Immediate repair is required.,sewage_overflow
Trash and litter everywhere near temple street in Secunderabad. Very unhygienic. Requesting the concerned department to resolve this urgently.,garbage
Road in our area Secunderabad is full of craters. Children can't walk safely. We have been waiting for a long time.,pothole_road_damage
A dangerous pothole has developed on the highway stretch near Rajendranagar. Vehicles are getting damaged. The situation is getting worse every day.,pothole_road_damage
Terrible sewage smell in Nampally colony from broken sewer pipe. This is a hazard and needs urgent attention.,sewage_overflow
Badly damaged road causing waterlogging in potholes near Quthbullapur. No one has responded even after multiple complaints.,pothole_road_damage
Public tap running and wasting water near Uppal temple street. This is becoming a serious public health problem.,others
Electricity cable fallen on road near Rajendranagar. Very risky. This needs to be addressed before someone gets hurt.,streetlight_or_electricity
The broken light pole near Bowenpally is unsafe for pedestrians. We have been waiting for a long time.,streetlight_or_electricity
Waterlogged area near Moosapet becoming breeding ground for mosquitoes. Requesting the concerned department to resolve this urgently.,waterlogging
Water stagnation near Jeedimetla main road for many days creating foul smell. We have been waiting for a long time.,waterlogging
Standing water on beside flyover in Begumpet causing dengue fear. Children and elderly are at risk.,waterlogging
People are dumping trash openly near the beside flyover in Abids. This is a hazard and needs urgent attention.,garbage
Trash and litter everywhere near colony road in Miyapur. Very unhygienic. We have been waiting for a long time.,garbage
The road in Quthbullapur near service road is broken badly and needs urgent repair. The situation is getting worse every day.,pothole_road_damage
Terrible sewage smell in Quthbullapur colony from broken sewer pipe. Requesting the concerned department to resolve this urgently.,sewage_overflow
No pedestrian crossing at busy school road in Ramanthapur. This needs to be addressed before someone gets hurt.,others
Nala near Vanasthalipuram is overflowing with sewage and waste water. The situation is getting worse every day.,sewage_overflow
Open manhole near Balanagar is dangerous and sewage is leaking. The situation is getting worse every day.,sewage_overflow
Street lamp near school road in Quthbullapur is flickering and not stable. Immediate repair is required.,streetlight_or_electricity
A huge crater has formed on the school road in Habsiguda. Children and elderly are at risk.,pothole_road_damage
Water tanker not coming to Kondapur since the heavy rains. Children and elderly are at risk.,others
Road near Ramanthapur near signal is completely uneven with bumps and pits. People are suffering due to this negligence.,pothole_road_damage
Night time visibility is zero on hospital road near Attapur. No lights. This needs to be addressed before someone gets hurt.,streetlight_or_electricity
Flooded street in Banjara Hills due to choked drainage. The situation is getting worse every day.,waterlogging
No pedestrian crossing at busy service road in Kompally. This is a hazard and needs urgent attention.,others
"Electricity wire touching tree near Manikonda main road, sparks visible. Immediate repair is required.",streetlight_or_electricity
Standing water on near bus stop in Rajendranagar causing dengue fear. The situation is getting worse every day.,waterlogging
Garbage overflowing from community bin in Abids. Kindly look into this matter at the earliest.,garbage
Children cannot go to school due to waterlogging near Tolichowki. This issue is causing a lot of inconvenience to residents.,waterlogging
Street light has been switched off for many days in Champapet. We have been waiting for a long time.,streetlight_or_electricity
Bulb fused in street light near Mehdipatnam cross road. Not replaced. This needs to be addressed before someone gets hurt.,streetlight_or_electricity
Open dumping of solid waste near Kondapur is attracting stray animals. Please send someone to fix this soon.,garbage
"No proper drainage in Charminar, every rain causes water accumulation. Please take immediate action.",waterlogging
LED street light installed but never turned on in Kukatpally. This is becoming a serious public health problem.,streetlight_or_electricity
People are dumping trash openly near the cross road in Vanasthalipuram. Children and elderly are at risk.,garbage
"Drain is clogged near Ramanthapur market area, causing backup into houses. Kindly look into this matter at the earliest.",sewage_overflow
Garbage van has not come to Charminar for the last one week. Waste is piling up everywhere. Please send someone to fix this soon.,garbage
Open dumping of solid waste near Dilsukhnagar is attracting stray animals. This is becoming a serious public health problem.,garbage
Sewage water flowing on cross road in Jubilee Hills for over a month. Please send someone to fix this soon.,sewage_overflow
Vehicles submerged due to heavy waterlogging in Kondapur. Requesting the concerned department to resolve this urgently.,waterlogging
Sewer line is burst and waste water is flowing freely in Ramanthapur. Please send someone to fix this soon.,sewage_overflow
Abandoned vehicle blocking road near Kukatpally service road. No one has responded even after multiple complaints.,others
Dustbin near hospital road in Lakdikapul has not been emptied in days. Kindly look into this matter at the earliest.,garbage
Night time visibility is zero on colony road near Hayathnagar. No lights. This is a hazard and needs urgent attention.,streetlight_or_electricity
Road is very dark at Jeedimetla market area because street light is dead. This is a hazard and needs urgent attention.,streetlight_or_electricity
Transformer near Serilingampally is sparking at night. Fire hazard. This is becoming a serious public health problem.,streetlight_or_electricity
Dirty drain water is entering homes in Erragadda. Requesting the concerned department to resolve this urgently.,sewage_overflow
Waterlogging near KPHB Colony lane is causing traffic problems. This issue is causing a lot of inconvenience to residents.,waterlogging
The sewage pipeline is broken near service road in Malkajgiri. This is becoming a serious public health problem.,sewage_overflow
Rainwater not receding from near railway crossing near Jeedimetla. Kindly look into this matter at the earliest.,waterlogging
Damaged road near Charminar is causing tire punctures and vehicle breakdowns. No one has responded even after multiple complaints.,pothole_road_damage
Dead animal carcass and garbage lying near market area in LB Nagar. Kindly look into this matter at the earliest.,garbage
Mosquito fogging needed in Ameerpet colony urgently. The situation is getting worse every day.,others
Big potholes causing accidents daily on the colony road near Abids. This problem has been ignored for many days.,pothole_road_damage
Nala near Nagole is overflowing with sewage and waste water. Please send someone to fix this soon.,sewage_overflow
Knee-deep water in Kondapur locality after yesterday's rain. Kindly look into this matter at the earliest.,waterlogging
"The dug up road in Chintal was never repaired, full of potholes now. Please send someone to fix this soon.",pothole_road_damage
Roads submerged in water in KPHB Colony. Vehicles stuck. Please take immediate action.,waterlogging
Illegal construction happening near Nampally hospital road. This issue is causing a lot of inconvenience to residents.,others
Nala near Chintal is overflowing with sewage and waste water. Requesting the concerned department to resolve this urgently.,sewage_overflow
Street lamp near main road in Champapet is flickering and not stable. Requesting the concerned department to resolve this urgently.,streetlight_or_electricity
Open dumping of solid waste near Vanasthalipuram is attracting stray animals. This is affecting daily commuters and pedestrians.,garbage
Filth everywhere near the market in Secunderabad. Garbage not cleaned. This problem has been ignored for many days.,garbage
The broken light pole near Malkajgiri is unsafe for pedestrians. Kindly look into this matter at the earliest.,streetlight_or_electricity
Garbage dump near Uppal near bus stop is producing foul smell. Kindly look into this matter at the earliest.,garbage
A huge crater has formed on the hospital road in Attapur. Please take immediate action.,pothole_road_damage
Road condition is very poor with cuts and pits on market area in Abids. Please take immediate action.,pothole_road_damage
The road near Jeedimetla colony road has multiple deep potholes. No one has responded even after multiple complaints.,pothole_road_damage
No pedestrian crossing at busy near signal in Banjara Hills. We have been waiting for a long time.,others
"Speed breakers are broken on market area in LB Nagar, causing jolt to vehicles. People are suffering due to this negligence.",pothole_road_damage
Road is very dark at Madhapur near railway crossing because street light is dead. Please send someone to fix this soon.,streetlight_or_electricity
Rainwater not receding from temple street near Balanagar. No one has responded even after multiple complaints.,waterlogging
Blocked drain near Nagole causing sewage to overflow on street. Please take immediate action.,sewage_overflow
Illegal construction happening near Chintal hospital road. This is becoming a serious public health problem.,others
A huge crater has formed on the cross road in KPHB Colony. This is a hazard and needs urgent attention.,pothole_road_damage
A big crack has appeared on the road surface near Manikonda junction. This is becoming a serious public health problem.,pothole_road_damage
People are dumping trash openly near the cross road in Ameerpet. Children and elderly are at risk.,garbage
Public toilet near Madhapur hospital road is not maintained. Immediate repair is required.,others
Road divider broken near service road in Attapur. This needs to be addressed before someone gets hurt.,others
Huge road damage near Dilsukhnagar. Bikers cannot pass safely. Immediate repair is required.,pothole_road_damage
A dangerous pothole has developed on the near bus stop near Banjara Hills. Vehicles are getting damaged. This is affecting daily commuters and pedestrians.,pothole_road_damage
The road in LB Nagar near cross road is broken badly and needs urgent repair. This is a hazard and needs urgent attention.,pothole_road_damage
"Multiple potholes on service road in Lakdikapul, two-wheelers are at risk. This problem has been ignored for many days.",pothole_road_damage
Graffiti and vandalism on public property in Bowenpally. People are suffering due to this negligence.,others
The road near Tolichowki temple street has multiple deep potholes. This needs to be addressed before someone gets hurt.,pothole_road_damage
Light pole damaged by accident near main road in Banjara Hills. Not repaired. Please take immediate action.,streetlight_or_electricity
Open well near Jeedimetla metro station road is dangerous for kids. Immediate repair is required.,others
Street lamp near market area in Malkajgiri is flickering and not stable. Requesting the concerned department to resolve this urgently.,streetlight_or_electricity
The road near Lakdikapul colony road has multiple deep potholes. Requesting the concerned department to resolve this urgently.,pothole_road_damage
